datetime0,datetime,search0,search
2016/10/11,2016/11/11,52,52
2016/10/12,2016/11/12,52,52
2016/10/13,2016/11/13,52,52
2016/10/14,2016/11/14,52,52
2016/10/15,2016/11/15,52,52
2016/10/16,2016/11/16,52,52
2016/10/17,2016/11/17,52,52
2016/10/18,2016/11/18,52,52
2016/10/19,2016/11/19,52,52
2016/10/20,2016/11/20,52,52
2016/10/21,2016/11/21,52,52
2016/10/22,2016/11/22,52,52
2016/10/23,2016/11/23,52,52
2016/10/24,2016/11/24,52,52
2016/10/25,2016/11/25,52,52
2016/10/26,2016/11/26,52,52
2016/10/27,2016/11/27,52,52
2016/10/28,2016/11/28,52,52
2016/10/29,2016/11/29,52,52
2016/10/30,2016/11/30,52,52
2016/10/31,2016/12/1,52,35
2016/11/1,2016/12/2,35,35
2016/11/2,2016/12/3,35,35
2016/11/3,2016/12/4,35,35
2016/11/4,2016/12/5,35,35
2016/11/5,2016/12/6,35,35
2016/11/6,2016/12/7,35,35
2016/11/7,2016/12/8,35,35
2016/11/8,2016/12/9,35,35
2016/11/9,2016/12/10,35,35
2016/11/10,2016/12/11,35,35
2016/11/11,2016/12/12,35,35
2016/11/12,2016/12/13,35,35
2016/11/13,2016/12/14,35,35
2016/11/14,2016/12/15,35,35
2016/11/15,2016/12/16,35,35
2016/11/16,2016/12/17,35,35
2016/11/17,2016/12/18,35,35
2016/11/18,2016/12/19,35,35
2016/11/19,2016/12/20,35,35
2016/11/20,2016/12/21,35,35
2016/11/21,2016/12/22,35,35
2016/11/22,2016/12/23,35,35
2016/11/23,2016/12/24,35,35
2016/11/24,2016/12/25,35,35
2016/11/25,2016/12/26,35,35
2016/11/26,2016/12/27,35,35
2016/11/27,2016/12/28,35,35
2016/11/28,2016/12/29,35,35
2016/11/29,2016/12/30,35,35
2016/11/30,2016/12/31,35,35
2016/12/1,2017/1/1,50,50
2016/12/2,2017/1/2,50,50
2016/12/3,2017/1/3,50,50
2016/12/4,2017/1/4,50,50
2016/12/5,2017/1/5,50,50
2016/12/6,2017/1/6,50,50
2016/12/7,2017/1/7,50,50
2016/12/8,2017/1/8,50,50
2016/12/9,2017/1/9,50,50
2016/12/10,2017/1/10,50,50
2016/12/11,2017/1/11,50,50
2016/12/12,2017/1/12,50,50
2016/12/13,2017/1/13,50,50
2016/12/14,2017/1/14,50,50
2016/12/15,2017/1/15,50,50
2016/12/16,2017/1/16,50,50
2016/12/17,2017/1/17,50,50
2016/12/18,2017/1/18,50,50
2016/12/19,2017/1/19,50,50
2016/12/20,2017/1/20,50,50
2016/12/21,2017/1/21,50,50
2016/12/22,2017/1/22,50,50
2016/12/23,2017/1/23,50,50
2016/12/24,2017/1/24,50,50
2016/12/25,2017/1/25,50,50
2016/12/26,2017/1/26,50,50
2016/12/27,2017/1/27,50,50
2016/12/28,2017/1/28,50,50
2016/12/29,2017/1/29,50,50
2016/12/30,2017/1/30,50,50
2016/12/31,2017/1/31,50,50
2017/1/1,2017/2/1,95,95
2017/1/2,2017/2/2,95,95
2017/1/3,2017/2/3,95,95
2017/1/4,2017/2/4,95,95
2017/1/5,2017/2/5,95,95
2017/1/6,2017/2/6,95,95
2017/1/7,2017/2/7,95,95
2017/1/8,2017/2/8,95,95
2017/1/9,2017/2/9,95,95
2017/1/10,2017/2/10,95,95
2017/1/11,2017/2/11,95,95
2017/1/12,2017/2/12,95,95
2017/1/13,2017/2/13,95,95
2017/1/14,2017/2/14,95,95
2017/1/15,2017/2/15,95,95
2017/1/16,2017/2/16,95,95
2017/1/17,2017/2/17,95,95
2017/1/18,2017/2/18,95,95
2017/1/19,2017/2/19,95,95
2017/1/20,2017/2/20,95,95
2017/1/21,2017/2/21,95,95
2017/1/22,2017/2/22,95,95
2017/1/23,2017/2/23,95,95
2017/1/24,2017/2/24,95,95
2017/1/25,2017/2/25,95,95
2017/1/26,2017/2/26,95,95
2017/1/27,2017/2/27,95,95
2017/1/28,2017/2/28,95,95
2017/1/29,2017/3/1,95,70
2017/1/30,2017/3/2,95,70
2017/1/31,2017/3/3,95,70
2017/2/1,2017/3/4,70,70
2017/2/2,2017/3/5,70,70
2017/2/3,2017/3/6,70,70
2017/2/4,2017/3/7,70,70
2017/2/5,2017/3/8,70,70
2017/2/6,2017/3/9,70,70
2017/2/7,2017/3/10,70,70
2017/2/8,2017/3/11,70,70
2017/2/9,2017/3/12,70,70
2017/2/10,2017/3/13,70,70
2017/2/11,2017/3/14,70,70
2017/2/12,2017/3/15,70,70
2017/2/13,2017/3/16,70,70
2017/2/14,2017/3/17,70,70
2017/2/15,2017/3/18,70,70
2017/2/16,2017/3/19,70,70
2017/2/17,2017/3/20,70,70
2017/2/18,2017/3/21,70,70
2017/2/19,2017/3/22,70,70
2017/2/20,2017/3/23,70,70
2017/2/21,2017/3/24,70,70
2017/2/22,2017/3/25,70,70
2017/2/23,2017/3/26,70,70
2017/2/24,2017/3/27,70,70
2017/2/25,2017/3/28,70,70
2017/2/26,2017/3/29,70,70
2017/2/27,2017/3/30,70,70
2017/2/28,2017/3/31,70,70
